Unidad;Código concepto;Concepto;Recurso;Valor inicial;Valor aforo;Total recaudo;Fecha final
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 220,000,000.00;$ 573,196,311.39;$ 48,500,000.00;25/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 20,000,000.00;25/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.2.10.02.005;Recursos del balance - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 10,025,999.71;$ 10,025,999.71;25/08/2026
07 - CIENCIAS DE LA SALUD;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 100,000,000.00;$ 118,040,000.00;$ 20,400,000.00;25/08/2026
08 - CIENCIAS AGROPECUARIAS;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 1,000,000,000.00;$ 1,518,807,974.71;$ 0.00;25/08/2026
08 - CIENCIAS AGROPECUARIAS;1.2.10.02.005;Recursos del balance - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 10,932,918.85;$ 10,932,918.85;25/08/2026
09 - INGENIERIA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 50,607,918.50;25/08/2026
09 - INGENIERIA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 337,750,000.00;25/08/2026
09 - INGENIERIA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 4,800,000,000.00;$ 7,814,546,428.05;$ 0.00;25/08/2026
09 - INGENIERIA;1.2.10.02.005;Recursos del balance - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 8,928,429.00;$ 8,928,429.00;25/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 250,000,000.00;$ 250,000,000.00;$ 0.00;25/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;1.2.10.02.005;Recursos del balance - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 22,537,438.83;$ 22,537,438.83;25/08/2026
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 25,650,000.00;25/08/2026
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 12,000,000.00;25/08/2026
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 825,000,000.00;$ 825,000,000.00;$ 71,346,827.08;25/08/2026
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 47,532,087.00;25/08/2026
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 192,348,000.00;25/08/2026
12 - SECCIONAL DUITAMA;1.2.10.02.005;Recursos del balance - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 13,358,706.47;$ 13,358,706.47;25/08/2026
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 469,841,460.00;25/08/2026
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 3,000,000,000.00;$ 5,956,817,063.46;$ 150,871,644.00;25/08/2026
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 663,804,100.00;25/08/2026
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 113,893,750.00;25/08/2026
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 233,677,514.00;25/08/2026
13 - SECCIONAL SOGAMOSO;1.2.05.02.008;Rendimientos Financieros - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 230,693.00;25/08/2026
13 - SECCIONAL SOGAMOSO;1.2.10.02.005;Recursos del balance - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 35,745,120.82;$ 35,745,120.82;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 18,000,000.00;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 16,000,000,000.00;$ 16,000,000,000.00;$ 15,347,572,587.68;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 29,600,000.00;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.09.01.04;Investigacion;33-Convenios con derechos;$ 0.00;$ 0.00;$ 1,539,978,939.00;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.2.05.02.008;Rendimientos Financieros - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 4,672,368.00;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.2.10.02.005;Recursos del balance - Convenios con derechos;33-Convenios con derechos;$ 0.00;$ 7,450,551.58;$ 7,450,551.58;25/08/2026
15 - SEDE REGIONAL AGUAZUL;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 278,555,209.98;$ 0.00;25/08/2026
15 - SEDE REGIONAL AGUAZUL;1.1.02.05.001.08.01;Convenios con derechos económicos;33-Convenios con derechos;$ 0.00;$ 0.00;$ 58,820,000.00;25/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.05.001.08.02;Convenios sin derechos económicos;34-Convenios sin derechos;$ 0.00;$ 94,071,388.00;$ 24,250,000.00;25/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;1.2.10.02.008;Recursos del balance - Convenios sin derechos;34-Convenios sin derechos;$ 0.00;$ 136,861,637.00;$ 136,861,637.00;25/08/2026
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.02;Convenios sin derechos económicos;34-Convenios sin derechos;$ 628,035,382.00;$ 628,135,382.00;$ 0.00;25/08/2026
04 - CIENCIAS DE LA EDUCACION;1.2.10.02.008;Recursos del balance - Convenios sin derechos;34-Convenios sin derechos;$ 0.00;$ 491,023,700.15;$ 491,023,700.15;25/08/2026
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.02;Convenios sin derechos económicos;34-Convenios sin derechos;$ 0.00;$ 39,840,000.00;$ 0.00;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.02;Convenios sin derechos económicos;34-Convenios sin derechos;$ 0.00;$ 0.00;$ 2,200,000.00;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.02;Convenios sin derechos económicos;34-Convenios sin derechos;$ 4,984,000,000.00;$ 4,984,000,000.00;$ 0.00;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.2.10.02.008;Recursos del balance - Convenios sin derechos;34-Convenios sin derechos;$ 0.00;$ 1,810,609,128.13;$ 1,810,609,128.13;25/08/2026
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 150,000,000.00;$ 150,000,000.00;$ 44,100,000.00;25/08/2026
05 - CIENCIAS BASICAS;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 61,000,000.00;$ 61,000,000.00;$ 590,358.00;25/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 69,000,000.00;$ 69,000,000.00;$ 4,800,000.00;25/08/2026
07 - CIENCIAS DE LA SALUD;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 100,000,000.00;$ 179,719,581.00;$ 184,492,705.00;25/08/2026
08 - CIENCIAS AGROPECUARIAS;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 4,000,000.00;$ 4,000,000.00;$ 0.00;25/08/2026
09 - INGENIERIA;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 117,000,000.00;$ 117,000,000.00;$ 4,375,000.00;25/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 20,000,000.00;$ 58,290,500.00;$ 71,534,000.00;25/08/2026
12 - SECCIONAL DUITAMA;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 255,500,000.00;$ 255,500,000.00;$ 87,232,000.00;25/08/2026
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 142,000,000.00;$ 184,901,750.00;$ 125,100,000.00;25/08/2026
14 - SECCIONAL CHIQUINQUIRA;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 43,000,000.00;$ 43,000,000.00;$ 6,103,000.00;25/08/2026
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 860,000,000.00;$ 1,048,403,089.49;$ 1,149,444,122.32;25/08/2026
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 535,000,000.00;$ 535,000,000.00;$ 352,773,619.00;25/08/2026
15 - SEDE REGIONAL AGUAZUL;1.1.02.05.001.09.01.05;Educación continuada;35-Educacion continuada;$ 30,000,000.00;$ 31,600,000.00;$ 13,515,000.00;25/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;1.1.01.02.300.32;Estampilla pro Universidad Pedagógica y Tecnológica de Colombia;40-Estampilla UPTC;$ 4,206,444,980.00;$ 5,737,263,195.00;$ 3,302,272,885.00;25/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;1.2.10.02.006;Recursos del balance - Estampilla UPTC;40-Estampilla UPTC;$ 0.00;$ 1,880,006,027.14;$ 1,880,006,027.14;25/08/2026
;;;;$489,266,925,925.00;$546,705,764,271.06;$386,535,093,899.96;
