Vigencia;Unidad;Gasto;Objeto;Tipo de Gastos;Código concepto;Código recurso;Código fuente;Concepto;Valor poa_inicial;Valor modificaciones;Valor programado_poa;Valor solicitudes;Valor disponible_poa
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;20;ADM;Servicios prestados a las empresas y servicios de producción ;$ 58.501.742,00;-$ 32.160.000,00;$ 26.341.742,00;$ 9.783.263,00;$ 16.558.479,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 47.317.250,50;$ 25.419.514,50;$ 72.736.765,00;$ 46.441.882,00;$ 26.294.883,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 0,00;$ 15.980.000,00;$ 15.980.000,00;$ 15.979.380,00;$ 620,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 17.130.280,00;$ 20.743.861,00;$ 37.874.141,00;$ 36.343.859,00;$ 1.530.282,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 11.230.000,00;$ 8.590.000,00;$ 19.820.000,00;$ 1.311.285,00;$ 18.508.715,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 5.936.048,50;$ 2.301.060,50;$ 8.237.109,00;$ 3.659.400,00;$ 4.577.709,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 11.100.000,00;$ 18.181.015,09;$ 29.281.015,09;$ 23.420.160,00;$ 5.860.855,09
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 5.518.603,00;$ 27.401.451,50;$ 32.920.054,50;$ 32.771.285,00;$ 148.769,50
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 11.889.412,00;$ 13.500.472,00;$ 25.389.884,00;$ 8.311.278,00;$ 17.078.606,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 2.500.000,00;-$ 2.500.000,00;$ 0,00;$ 0,00;$ 0,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 2.132.786,00;$ 0,00;$ 2.132.786,00;$ 0,00;$ 2.132.786,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 10.963.473,50;$ 22.959.473,50;$ 33.922.947,00;$ 12.289.485,00;$ 21.633.462,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 22.677.974,00;-$ 486.720,00;$ 22.191.254,00;$ 9.000.000,00;$ 13.191.254,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;32;ADM;Servicios prestados a las empresas y servicios de producción ;$ 29.359.400,00;-$ 29.359.400,00;$ 0,00;$ 0,00;$ 0,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;20;ADM;Servicios para la comunidad, sociales y personales;$ 25.044.900,00;$ 0,00;$ 25.044.900,00;$ 14.362.560,00;$ 10.682.340,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;20;ADM;Servicios para la comunidad, sociales y personales;$ 30.000.000,00;-$ 7.850.000,00;$ 22.150.000,00;$ 6.350.000,00;$ 15.800.000,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 22.829.250,00;$ 21.521.138,50;$ 44.350.388,50;$ 27.109.152,00;$ 17.241.236,50
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 2.500.000,00;$ 8.693.210,00;$ 11.193.210,00;$ 0,00;$ 11.193.210,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 3.750.000,00;$ 1.382.950,00;$ 5.132.950,00;$ 0,00;$ 5.132.950,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 2.500.000,00;$ 4.949.999,50;$ 7.449.999,50;$ 4.100.000,00;$ 3.349.999,50
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 1.500.000,00;$ 0,00;$ 1.500.000,00;$ 0,00;$ 1.500.000,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 23.220.712,50;$ 7.843.507,50;$ 31.064.220,00;$ 9.100.000,00;$ 21.964.220,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 8.000.000,00;$ 2.600.000,00;$ 10.600.000,00;$ 1.808.760,00;$ 8.791.240,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 4.000.000,00;-$ 4.000.000,00;$ 0,00;$ 0,00;$ 0,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 0,00;$ 12.275.000,00;$ 12.275.000,00;$ 3.950.000,00;$ 8.325.000,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 5.421.816,00;$ 0,00;$ 5.421.816,00;$ 0,00;$ 5.421.816,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 20.000.000,00;$ 9.366.447,00;$ 29.366.447,00;$ 15.000.000,00;$ 14.366.447,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;ADM;Viáticos de los funcionarios en comisión;$ 0,00;$ 120.737.292,43;$ 120.737.292,43;$ 87.710.831,46;$ 33.026.460,97
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 600.000,00;$ 817.809,00;$ 1.417.809,00;$ 901.089,00;$ 516.720,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 3.000.000,00;$ 6.193.210,00;$ 9.193.210,00;$ 6.346.900,00;$ 2.846.310,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 0,00;$ 1.276.500,00;$ 1.276.500,00;$ 1.273.107,10;$ 3.392,90
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 2.250.000,00;$ 4.230.000,00;$ 6.480.000,00;$ 4.042.232,80;$ 2.437.767,20
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 1.500.000,00;$ 9.248.940,00;$ 10.748.940,00;$ 10.124.508,00;$ 624.432,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 0,00;$ 1.093.341,00;$ 1.093.341,00;$ 1.093.341,00;$ 0,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 0,00;$ 486.720,00;$ 486.720,00;$ 243.360,00;$ 243.360,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;32;ADM;Viáticos de los funcionarios en comisión;$ 7.330.600,00;$ 0,00;$ 7.330.600,00;$ 0,00;$ 7.330.600,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.001;20;ADM;Membresías nacionales;$ 31.000.000,00;-$ 14.036.499,00;$ 16.963.501,00;$ 16.963.501,00;$ 0,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;31;ADM;Beneficios educativos a la comunidad universitaria;$ 0,00;$ 7.508.612,00;$ 7.508.612,00;$ 7.508.612,00;$ 0,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;31;ADM;Beneficios educativos a la comunidad universitaria;$ 0,00;$ 7.508.613,00;$ 7.508.613,00;$ 7.508.613,00;$ 0,00
2026;05 - CIENCIAS BASICAS;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.08.02;31;ADM;Apoyo socieconómico a estudiantes;$ 7.000.000,00;$ 7.000.000,00;$ 14.000.000,00;$ 13.590.439,20;$ 409.560,80
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;20;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 0,00;$ 1.665.560,00;$ 1.665.560,00;$ 0,00;$ 1.665.560,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;20;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 18.268.000,00;-$ 17.268.000,00;$ 1.000.000,00;$ 700.000,00;$ 300.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;31;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 800.000,00;$ 0,00;$ 800.000,00;$ 0,00;$ 800.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;31;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 1.500.000,00;$ 20.000.000,00;$ 21.500.000,00;$ 0,00;$ 21.500.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;31;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 2.300.000,00;$ 0,00;$ 2.300.000,00;$ 0,00;$ 2.300.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;31;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 1.100.000,00;$ 6.000.000,00;$ 7.100.000,00;$ 0,00;$ 7.100.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;31;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 0,00;$ 2.000.000,00;$ 2.000.000,00;$ 0,00;$ 2.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;33;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 3.424.843,47;$ 0,00;$ 3.424.843,47;$ 0,00;$ 3.424.843,47
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;35;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 0,00;$ 3.000.000,00;$ 3.000.000,00;$ 0,00;$ 3.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 70.000,00;$ 70.000,00;$ 0,00;$ 70.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;ADM;Productos metálicos, maquinaria y equipo;$ 8.900.000,00;-$ 8.900.000,00;$ 0,00;$ 0,00;$ 0,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 40.000.000,00;$ 40.000.000,00;$ 0,00;$ 40.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 25.000.000,00;-$ 20.000.000,00;$ 5.000.000,00;$ 0,00;$ 5.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 13.000.000,00;$ 13.000.000,00;$ 0,00;$ 13.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 55.000.000,00;$ 55.000.000,00;$ 0,00;$ 55.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 10.000.000,00;$ 10.000.000,00;$ 0,00;$ 10.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;35;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 0,00;$ 0,00;$ 0,00;$ 0,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;20;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 0,00;$ 2.700.000,00;$ 2.700.000,00;$ 0,00;$ 2.700.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 10.000.000,00;$ 0,00;$ 10.000.000,00;$ 0,00;$ 10.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 12.500.000,00;-$ 12.500.000,00;$ 0,00;$ 0,00;$ 0,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 15.000.000,00;-$ 6.000.000,00;$ 9.000.000,00;$ 0,00;$ 9.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 10.000.000,00;-$ 10.000.000,00;$ 0,00;$ 0,00;$ 0,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 15.000.000,00;-$ 15.000.000,00;$ 0,00;$ 0,00;$ 0,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;33;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 10.000.000,00;$ 0,00;$ 10.000.000,00;$ 0,00;$ 10.000.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.01;20;ADM;Practicas academicas;$ 154.514.698,00;-$ 120.086.000,00;$ 34.428.698,00;$ 12.614.599,00;$ 21.814.099,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.03;20;ADM;Viaticos y gastos de viaje;$ 61.696.949,00;-$ 47.663.173,00;$ 14.033.776,00;$ 876.972,00;$ 13.156.804,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;33;ADM;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 7.470.000,00;$ 0,00;$ 7.470.000,00;$ 0,00;$ 7.470.000,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;20;ADM;Servicios prestados a las empresas y servicios de producción ;$ 31.478.041,00;-$ 1.500.000,00;$ 29.978.041,00;$ 1.547.000,00;$ 28.431.041,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 70.000.000,00;$ 73.300.000,00;$ 143.300.000,00;$ 92.727.300,00;$ 50.572.700,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 88.000.000,00;$ 56.000.000,00;$ 144.000.000,00;$ 115.564.720,00;$ 28.435.280,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 158.000.000,00;$ 85.000.000,00;$ 243.000.000,00;$ 167.907.820,77;$ 75.092.179,23
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 0,00;$ 15.900.000,00;$ 15.900.000,00;$ 14.515.620,00;$ 1.384.380,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 85.000.000,00;$ 89.215.300,00;$ 174.215.300,00;$ 111.489.720,00;$ 62.725.580,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 23.500.000,00;$ 0,00;$ 23.500.000,00;$ 21.590.460,00;$ 1.909.540,00
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 40.000.000,00;$ 42.265.904,12;$ 82.265.904,12;$ 10.074.708,00;$ 72.191.196,12
2026;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;33;ADM;Servicios prestados a las empresas y servicios de producción ;$ 430.603.098,40;-$ 45.000.000,00;$ 385.603.098,40;$ 319.930.021,48;$ 65.673.076,92
