Vigencia;Unidad;Gasto;Objeto;Tipo de Gastos;Código concepto;Código recurso;Código fuente;Concepto;Valor poa_inicial;Valor modificaciones;Valor programado_poa;Valor solicitudes;Valor disponible_poa
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 5.831.373,50;$ 2.149.884,00;$ 7.981.257,50;$ 0,00;$ 7.981.257,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 10.041.500,00;$ 0,00;$ 10.041.500,00;$ 0,00;$ 10.041.500,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 12.275.000,00;$ 0,00;$ 12.275.000,00;$ 0,00;$ 12.275.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 19.736.250,00;$ 0,00;$ 19.736.250,00;$ 0,00;$ 19.736.250,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 4.016.500,00;-$ 4.016.500,00;$ 0,00;$ 0,00;$ 0,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 12.255.000,00;$ 0,00;$ 12.255.000,00;$ 0,00;$ 12.255.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.486.750,00;$ 0,00;$ 7.486.750,00;$ 0,00;$ 7.486.750,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 1.984.500,00;$ 0,00;$ 1.984.500,00;$ 0,00;$ 1.984.500,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 11.535.000,00;$ 0,00;$ 11.535.000,00;$ 0,00;$ 11.535.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 9.539.000,00;$ 0,00;$ 9.539.000,00;$ 0,00;$ 9.539.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 4.016.500,00;$ 0,00;$ 4.016.500,00;$ 0,00;$ 4.016.500,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 4.495.000,00;$ 0,00;$ 4.495.000,00;$ 0,00;$ 4.495.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 11.500.000,00;$ 0,00;$ 11.500.000,00;$ 0,00;$ 11.500.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 9.000.000,00;$ 0,00;$ 9.000.000,00;$ 0,00;$ 9.000.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 39.500.000,00;$ 0,00;$ 39.500.000,00;$ 0,00;$ 39.500.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 25.000.000,00;$ 0,00;$ 25.000.000,00;$ 0,00;$ 25.000.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 13.500.000,00;$ 0,00;$ 13.500.000,00;$ 0,00;$ 13.500.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 4.859.478,00;$ 0,00;$ 4.859.478,00;$ 0,00;$ 4.859.478,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 15.500.000,00;$ 0,00;$ 15.500.000,00;$ 0,00;$ 15.500.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.000.000,00;$ 0,00;$ 7.000.000,00;$ 0,00;$ 7.000.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.000.000,00;$ 0,00;$ 7.000.000,00;$ 0,00;$ 7.000.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 11.369.779,00;$ 0,00;$ 11.369.779,00;$ 0,00;$ 11.369.779,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 13.643.735,00;$ 0,00;$ 13.643.735,00;$ 0,00;$ 13.643.735,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.958.845,50;$ 0,00;$ 7.958.845,50;$ 0,00;$ 7.958.845,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.674.601,00;$ 0,00;$ 7.674.601,00;$ 0,00;$ 7.674.601,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.106.112,00;$ 0,00;$ 7.106.112,00;$ 0,00;$ 7.106.112,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 6.821.867,50;$ 0,00;$ 6.821.867,50;$ 0,00;$ 6.821.867,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 9.664.312,50;$ 0,00;$ 9.664.312,50;$ 0,00;$ 9.664.312,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 14.212.224,00;$ 0,00;$ 14.212.224,00;$ 0,00;$ 14.212.224,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 23.876.536,50;$ 7.703.221,87;$ 31.579.758,37;$ 0,00;$ 31.579.758,37
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 13.643.735,00;$ 0,00;$ 13.643.735,00;$ 0,00;$ 13.643.735,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 6.821.867,50;$ 0,00;$ 6.821.867,50;$ 0,00;$ 6.821.867,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 11.369.779,00;$ 0,00;$ 11.369.779,00;$ 0,00;$ 11.369.779,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 6.821.867,50;$ 0,00;$ 6.821.867,50;$ 0,00;$ 6.821.867,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 34.109.337,50;$ 0,00;$ 34.109.337,50;$ 0,00;$ 34.109.337,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 0,00;$ 6.821.867,52;$ 6.821.867,52;$ 0,00;$ 6.821.867,52
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 0,00;$ 6.821.867,52;$ 6.821.867,52;$ 0,00;$ 6.821.867,52
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 27.287.470,00;$ 10.659.168,00;$ 37.946.638,00;$ 0,00;$ 37.946.638,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 0,00;$ 6.821.867,52;$ 6.821.867,52;$ 0,00;$ 6.821.867,52
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 4.050.484,00;$ 0,00;$ 4.050.484,00;$ 0,00;$ 4.050.484,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 6.344.829,00;$ 0,00;$ 6.344.829,00;$ 0,00;$ 6.344.829,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 9.724.994,50;$ 0,00;$ 9.724.994,50;$ 0,00;$ 9.724.994,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 3.347.462,50;$ 0,00;$ 3.347.462,50;$ 0,00;$ 3.347.462,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 2.372.131,50;$ 0,00;$ 2.372.131,50;$ 0,00;$ 2.372.131,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 19.104.521,50;$ 0,00;$ 19.104.521,50;$ 0,00;$ 19.104.521,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 8.753.218,50;$ 0,00;$ 8.753.218,50;$ 0,00;$ 8.753.218,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 2.084.167,50;$ 0,00;$ 2.084.167,50;$ 0,00;$ 2.084.167,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 4.518.263,50;$ 0,00;$ 4.518.263,50;$ 0,00;$ 4.518.263,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 4.848.006,50;$ 0,00;$ 4.848.006,50;$ 0,00;$ 4.848.006,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 1.565.798,50;$ 0,00;$ 1.565.798,50;$ 0,00;$ 1.565.798,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 1.840.505,50;$ 0,00;$ 1.840.505,50;$ 0,00;$ 1.840.505,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 1.816.389,00;$ 0,00;$ 1.816.389,00;$ 0,00;$ 1.816.389,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 6.151.691,00;$ 7.683.165,00;$ 13.834.856,00;$ 0,00;$ 13.834.856,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 8.202.254,00;$ 8.241.160,00;$ 16.443.414,00;$ 0,00;$ 16.443.414,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.732.333,50;$ 6.760.327,00;$ 14.492.660,50;$ 0,00;$ 14.492.660,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 8.202.254,50;$ 7.897.779,00;$ 16.100.033,50;$ 0,00;$ 16.100.033,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 8.202.254,50;$ 4.120.580,00;$ 12.322.834,50;$ 0,00;$ 12.322.834,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.433.293,00;$ 3.605.508,00;$ 11.038.801,00;$ 0,00;$ 11.038.801,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 2.563.194,00;$ 1.073.071,00;$ 3.636.265,00;$ 0,00;$ 3.636.265,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 8.202.254,50;$ 8.241.160,00;$ 16.443.414,50;$ 0,00;$ 16.443.414,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 1.922.395,50;$ 0,00;$ 1.922.395,50;$ 0,00;$ 1.922.395,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 3.844.791,50;$ 3.433.826,00;$ 7.278.617,50;$ 0,00;$ 7.278.617,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 7.689.582,50;$ 4.506.897,00;$ 12.196.479,50;$ 0,00;$ 12.196.479,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.03;31;ADM;Parafiscales cátedras posgrados;$ 8.202.254,50;$ 12.361.740,00;$ 20.563.994,50;$ 0,00;$ 20.563.994,50
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;10.0;APN;Viáticos de los funcionarios en comisión;$ 0,00;$ 131.520.522,00;$ 131.520.522,00;$ 101.905.802,00;$ 29.614.720,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;10.2;APN;Viáticos de los funcionarios en comisión;$ 37.353.741,00;$ 33.544.152,00;$ 70.897.893,00;$ 62.486.478,00;$ 8.411.415,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;ADM;Viáticos de los funcionarios en comisión;$ 140.868.839,00;$ 68.068.056,00;$ 208.936.895,00;$ 184.702.827,90;$ 24.234.067,10
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;ADM;Viáticos de los funcionarios en comisión;$ 144.073.782,00;$ 387.547.355,79;$ 531.621.137,79;$ 45.600.949,00;$ 486.020.188,79
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.03.03.001;10.0;APN;Membresías internacionales;$ 0,00;$ 9.000.000,00;$ 9.000.000,00;$ 7.300.000,00;$ 1.700.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.03.03.001;20;ADM;Membresías internacionales;$ 10.000.000,00;$ 0,00;$ 10.000.000,00;$ 0,00;$ 10.000.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;N/A;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.00;13;APN;A organizaciones nacionales;$ 0,00;$ 58.805.577,00;$ 58.805.577,00;$ 0,00;$ 58.805.577,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;N/A;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.00;34;ADM;A organizaciones nacionales;$ 5.266.818,00;-$ 5.266.818,00;$ 0,00;$ 0,00;$ 0,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.001;10.0;APN;Membresías nacionales;$ 0,00;$ 100.000.000,00;$ 100.000.000,00;$ 92.509.230,00;$ 7.490.770,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.001;10.1;APN;Membresías nacionales;$ 3.393.413,30;-$ 3.393.413,30;$ 0,00;$ 0,00;$ 0,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.001;10.2;APN;Membresías nacionales;$ 1.824.831,00;-$ 1.824.831,00;$ 0,00;$ 0,00;$ 0,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.001;20;ADM;Membresías nacionales;$ 15.000.000,00;$ 0,00;$ 15.000.000,00;$ 0,00;$ 15.000.000,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.002;14;APN;Distintas a membresías;$ 45.000.000,00;$ 0,00;$ 45.000.000,00;$ 44.458.639,00;$ 541.361,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.002;20;ADM;Distintas a membresías;$ 0,00;$ 12.970.000,00;$ 12.970.000,00;$ 11.244.050,00;$ 1.725.950,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;14;APN;Beneficios educativos a la comunidad universitaria;$ 80.000.000,00;$ 50.000.000,00;$ 130.000.000,00;$ 130.000.000,00;$ 0,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;20;ADM;Beneficios educativos a la comunidad universitaria;$ 0,00;$ 143.775.838,00;$ 143.775.838,00;$ 143.775.838,00;$ 0,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.02.010.01;20;ADM;Incapacidades (no de pensiones);$ 0,00;$ 1.736.000,00;$ 1.736.000,00;$ 474.500,00;$ 1.261.500,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.02.011;10.0;APN;Devolución de Dotación;$ 0,00;$ 6.000.000,00;$ 6.000.000,00;$ 6.000.000,00;$ 0,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.02.011;10.5;APN;Devolución de Dotación;$ 0,00;$ 50.000.000,00;$ 50.000.000,00;$ 45.396.312,00;$ 4.603.688,00
2026;01 - ADMINISTRATIVA Y FINANCIERA;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.02.011;14;APN;Devolución de Dotación;$ 0,00;$ 50.000.000,00;$ 50.000.000,00;$ 50.000.000,00;$ 0,00
