Unidad;Codigo;Recurso;Concepto;Valor ene;Valor feb;Valor mar;Valor abr;Valor may;Valor jun;Valor jul;Valor ago;Valor sep;Valor oct;Valor nov;Valor dic
08 - CIENCIAS AGROPECUARIAS;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 1,468,700.00;$ 2,460,000.00;$ 1,071,000.00;$ 0.00;$ 307,500.00;$ 615,000.00;$ 1,497,500.00;$ 1,298,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
08 - CIENCIAS AGROPECUARIAS;1.2.13.01.004;31;Ingresos de Vigencias Anteriores - Extension;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 17,762,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 57,999,900.00;$ 8,279,700.00;$ 0.00;$ 2,152,500.00;$ 0.00;$ 16,297,500.00;$ 615,000.00;$ 55,042,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 875,500.00;$ 0.00;$ 0.00;$ 44,913,100.00;$ 102,433,500.00;$ 1,751,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 170,361,649.00;$ 1,966,636,191.00;$ 1,084,839,289.00;$ 152,999,884.00;$ 451,917,568.00;$ 78,222,316.00;$ 1,571,378,423.00;$ 1,754,765,528.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 5,945,900.00;$ 6,215,000.00;$ 4,139,500.00;$ 1,576,000.00;$ 2,565,100.00;$ 4,920,000.00;$ 6,869,000.00;$ 5,867,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 1,230,000.00;$ 307,500.00;$ 0.00;$ 0.00;$ 0.00;$ 615,000.00;$ 0.00;$ 2,460,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 4,377,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 28,441,530.00;$ 39,231,908.00;$ 43,825,830.00;$ 0.00;$ 10,003,470.00;$ 0.00;$ 69,192,600.00;$ 32,338,361.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 1,006,500.00;$ 709,500.00;$ 94,500.00;$ 307,500.00;$ 0.00;$ 307,500.00;$ 475,500.00;$ 94,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 28,990,100.00;$ 7,072,500.00;$ 0.00;$ 7,995,000.00;$ 0.00;$ 5,842,500.00;$ 0.00;$ 47,355,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 4,377,500.00;$ 875,500.00;$ 0.00;$ 8,054,400.00;$ 75,555,600.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 80,232,021.00;$ 805,927,615.00;$ 480,819,841.00;$ 66,848,232.00;$ 134,320,036.00;$ 35,396,038.00;$ 410,017,838.00;$ 937,131,373.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 909,000.00;$ 2,533,500.00;$ 948,500.00;$ 307,500.00;$ 412,600.00;$ 1,537,500.00;$ 4,375,000.00;$ 1,918,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 28,229,800.00;$ 5,535,000.00;$ 0.00;$ 0.00;$ 0.00;$ 7,380,000.00;$ 307,500.00;$ 35,055,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 1,751,000.00;$ 0.00;$ 4,377,500.00;$ 95,429,500.00;$ 1,751,000.00;$ 1,751,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 92,723,232.00;$ 1,088,628,550.00;$ 591,871,989.00;$ 57,971,089.00;$ 291,764,736.00;$ 22,409,272.00;$ 707,502,663.00;$ 972,028,960.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 1,740,500.00;$ 3,296,000.00;$ 1,347,500.00;$ 0.00;$ 28,000.00;$ 3,075,000.00;$ 4,864,500.00;$ 2,725,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
14 - SECCIONAL CHIQUINQUIRA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 1,230,000.00;$ 307,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
14 - SECCIONAL CHIQUINQUIRA;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
14 - SECCIONAL CHIQUINQUIRA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
14 - SECCIONAL CHIQUINQUIRA;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 307,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 55,196,600.00;$ 8,302,500.00;$ 0.00;$ 1,230,000.00;$ 0.00;$ 9,840,000.00;$ 307,500.00;$ 76,260,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 875,500.00;$ 262,600.00;$ 2,013,600.00;$ 87,637,200.00;$ 74,417,500.00;$ 262,600.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 161,865,834.00;$ 1,729,486,713.00;$ 897,699,644.00;$ 79,136,862.00;$ 325,872,559.00;$ 49,880,918.00;$ 1,140,387,894.00;$ 1,826,996,175.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 3,198,000.00;$ 5,682,000.00;$ 1,655,500.00;$ 0.00;$ 307,500.00;$ 1,537,500.00;$ 7,175,500.00;$ 3,297,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.2.13.01.004;31;Ingresos de Vigencias Anteriores - Extension;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 500,000.00;$ 0.00;$ 20,000,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.05.001.09.01.01;32;Extension;$ 5,235,704,327.85;$ 1,015,924,195.50;$ 3,013,170,652.56;$ 986,720,295.35;$ 406,553,134.00;$ 109,466,880.00;$ 181,540,499.00;$ 89,289,250.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.09.01.01;32;Extension;$ 12,500,000.00;$ 13,000,000.00;$ 0.00;$ 62,250,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
05 - CIENCIAS BASICAS;1.1.02.05.001.09.01.01;32;Extension;$ 0.00;$ 0.00;$ 11,750,000.00;$ 18,000.00;$ 37,236,800.00;$ 74,160.00;$ 7,696,184.00;$ 342,941.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.09.01.01;32;Extension;$ 54,000,000.00;$ 118,400,000.00;$ 33,000,000.00;$ 1,600,000.00;$ 4,800,000.00;$ 30,400,000.00;$ 4,800,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
07 - CIENCIAS DE LA SALUD;1.1.02.05.001.09.01.01;32;Extension;$ 0.00;$ 75,000.00;$ 75,000.00;$ 75,000.00;$ 225,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
08 - CIENCIAS AGROPECUARIAS;1.1.02.05.001.09.01.01;32;Extension;$ 2,311,700.00;$ 21,916,600.00;$ 7,785,350.00;$ 3,892,000.00;$ 12,666,800.00;$ 4,998,000.00;$ 21,615,000.00;$ 22,675,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.05.001.09.01.01;32;Extension;$ 0.00;$ 0.00;$ 560,000.00;$ 14,024,480.00;$ 13,434,500.00;$ 6,219,850.00;$ 515,880.00;$ 50,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.09.01.01;32;Extension;$ 29,650,000.00;$ 12,000,000.00;$ 0.00;$ 8,586,925.00;$ 4,157,463.00;$ 2,250,000.00;$ 8,250,000.00;$ 9,759,353.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.09.01.01;32;Extension;$ 53,935,354.00;$ 55,722,052.00;$ 27,411,855.00;$ 39,430,698.00;$ 15,474,799.00;$ 29,463,283.00;$ 33,366,339.00;$ 38,060,041.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.05.001.09.01.01;32;Extension;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 1,598,876.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.00;32;Agricultura, silvicultura y productos de la pesca;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.09.01.01;32;Extension;$ 16,423,717.00;$ 5,859,000.00;$ 0.00;$ 837,000.00;$ 20,280,000.00;$ 0.00;-$ 19,119,000.00;$ 837,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.002.00;32;Agricultura, silvicultura y productos de la pesca;$ 18,678,100.00;$ 33,726,111.74;$ 63,407,260.28;$ 42,784,326.38;$ 41,681,431.59;$ 15,513,000.00;$ 73,949,453.60;$ 44,023,162.86;$ 0.00;$ 0.00;$ 0.00;$ 0.00
15 - SEDE REGIONAL AGUAZUL;1.1.02.05.001.09.01.01;32;Extension;$ 58,820,000.00;$ 8,618,000.00;$ 3,614,000.00;$ 0.00;$ 7,784,000.00;$ 1,112,000.00;$ 4,448,000.00;$ 1,946,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 162,106,505.10;$ 0.00;$ 150,013,034.48;$ 5,681,130,455.10;$ 2,172,841,519.26;$ 1,006,576,229.23;$ 1,041,964,165.28;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.2.05.02.008;33;Rendimientos Financieros - Convenios con derechos;$ 5,002,398.53;$ 3,877,803.61;$ 16,740,492.51;$ 8,872,909.34;$ 9,298,144.04;$ 5,360,342.69;$ 8,591,674.48;$ 7,141,962.92;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 6,500,000.00;-$ 6,500,000.00;$ 7,612,500.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 8,500,000.00;$ 0.00;$ 0.00;$ 40,000,000.00;$ 0.00;$ 0.00;$ 3,500,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
07 - CIENCIAS DE LA SALUD;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 20,400,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
08 - CIENCIAS AGROPECUARIAS;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
08 - CIENCIAS AGROPECUARIAS;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
10 - DERECHO Y CIENCIAS SOCIALES;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 1,584,000.00;$ 18,262,827.08;$ 0.00;$ 51,500,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 150,871,644.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.2.05.02.008;33;Rendimientos Financieros - Convenios con derechos;$ 6,843.00;$ 78,295.00;$ 47,324.00;$ 29,184.00;$ 13,596.00;$ 5,189.00;$ 21,094.00;$ 29,168.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 150,000,000.00;$ 3,828,209,250.00;$ 1,257,483,525.00;$ 64,947,666.04;$ 12,007,833.60;$ 6,857,661,428.04;$ 3,177,262,885.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.09.01.04;33;Investigacion;$ 0.00;$ 453,288,000.00;$ 218,240,000.00;$ 102,862,000.00;$ 0.00;$ 427,200,000.00;$ 141,067,000.00;$ 197,321,939.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.2.05.02.008;33;Rendimientos Financieros - Convenios con derechos;$ 417,711.00;$ 616,678.00;$ 542,445.00;$ 540,403.00;$ 0.00;$ 861,973.00;$ 0.00;$ 1,693,158.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.2.10.02.005;33;Recursos del balance - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
15 - SEDE REGIONAL AGUAZUL;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
15 - SEDE REGIONAL AGUAZUL;1.1.02.05.001.08.01;33;Convenios con derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 215,643,863.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.05.001.08.02;34;Convenios sin derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 24,250,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
