Unidad;Codigo;Recurso;Concepto;Valor ene;Valor feb;Valor mar;Valor abr;Valor may;Valor jun;Valor jul;Valor ago;Valor sep;Valor oct;Valor nov;Valor dic
01 - ADMINISTRATIVA Y FINANCIERA;1.2.10.02.008;34;Recursos del balance - Convenios sin derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.08.02;34;Convenios sin derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.2.10.02.008;34;Recursos del balance - Convenios sin derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.05.001.08.02;34;Convenios sin derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.08.02;34;Convenios sin derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.02;34;Convenios sin derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.08.02;34;Convenios sin derechos económicos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.2.10.02.008;34;Recursos del balance - Convenios sin derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 0.00;$ 0.00;$ 18,900,000.00;$ 25,200,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
05 - CIENCIAS BASICAS;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 420,240.00;$ 0.00;$ 170,118.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 1,600,000.00;$ 3,200,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
07 - CIENCIAS DE LA SALUD;1.1.02.05.001.09.01.05;35;Educación continuada;$ 87,142,705.00;$ 1,000,000.00;$ 0.00;$ 9,000,000.00;$ 71,000,000.00;$ 7,900,000.00;$ 6,000,000.00;$ 8,150,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
08 - CIENCIAS AGROPECUARIAS;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
09 - INGENIERIA;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 0.00;$ 0.00;$ 2,500,000.00;$ 1,875,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 0.00;$ 0.00;$ 3,600,000.00;$ 23,400,000.00;$ 44,534,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
12 - SECCIONAL DUITAMA;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 0.00;$ 17,075,000.00;$ 17,245,000.00;$ 16,400,000.00;$ 19,507,000.00;$ 13,277,000.00;$ 5,378,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
13 - SECCIONAL SOGAMOSO;1.1.02.05.001.09.01.05;35;Educación continuada;$ 11,250,000.00;$ 32,749,000.00;$ 15,439,000.00;$ 13,190,000.00;$ 10,146,000.00;$ 13,996,000.00;$ 15,894,000.00;$ 17,858,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
14 - SECCIONAL CHIQUINQUIRA;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 3,949,000.00;$ 2,154,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.05.001.09.01.05;35;Educación continuada;$ 529,546,146.00;$ 14,389,880.00;$ 4,796,628.00;$ 0.00;$ 0.00;$ 1,598,876.00;$ 597,019,915.32;$ 2,092,677.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
02 - INVESTIGACION Y EXTENSION;1.1.02.05.001.09.01.05;35;Educación continuada;$ 22,472,000.00;$ 81,911,399.00;$ 38,747,000.00;$ 31,713,000.00;$ 38,834,236.00;$ 50,857,000.00;$ 59,795,984.00;$ 42,712,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
15 - SEDE REGIONAL AGUAZUL;1.1.02.05.001.09.01.05;35;Educación continuada;$ 0.00;$ 6,497,000.00;$ 3,150,000.00;$ 0.00;$ 718,000.00;$ 1,077,000.00;$ 637,000.00;$ 1,795,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.1.01.02.300.32;40;Estampilla pro Universidad Pedagógica y Tecnológica de Colombia;$ 175,059,703.00;$ 400,824,260.00;$ 475,536,053.00;$ 553,705,834.00;$ 495,504,142.00;$ 517,889,991.00;$ 439,030,198.00;$ 408,820,302.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;1.2.10.02.006;40;Recursos del balance - Estampilla UPTC;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
