Unidad;Referencia;Fecha compromiso;Tipo de Gasto;Código concepto;Código recurso;Concepto;Valor compromiso;Valor pago
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 37,569,820.00;$ 21,590,460.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;3/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;10;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 12,000,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;5/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 2,523,830.40;$ 2,523,830.40
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;5/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;9/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,253,400.00;$ 20,614,620.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;9/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 100,003,627.00;$ 50,150,187.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;9/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 30,800,000.00;$ 18,573,333.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;9/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,253,400.00;$ 24,274,020.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;9/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 98,437,700.00;$ 49,364,900.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;9/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 37,400,000.00;$ 22,553,333.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,253,400.00;$ 24,274,020.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 37,400,000.00;$ 22,553,333.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;14/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 14,201,040.00;$ 14,201,040.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;14/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,985,280.00;$ 20,492,640.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 16,660,000.00;$ 16,660,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;1/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 16,100,000.00;$ 3,000,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;10/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 14,403,333.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;6/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 41,107,260.00;$ 25,127,880.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;6/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 41,107,260.00;$ 25,127,880.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;6/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 41,107,260.00;$ 25,127,880.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;6/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 31,251,133.00;$ 19,103,067.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;6/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 43,751,587.00;$ 22,849,493.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;8/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 21,224,520.00;$ 21,224,520.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,131,420.00;$ 24,152,040.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;14/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,131,420.00;$ 24,152,040.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;14/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,131,420.00;$ 20,492,640.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;14/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,131,420.00;$ 24,152,040.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;14/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,131,420.00;$ 24,152,040.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;15/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 51,099,776.00;$ 30,691,024.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;15/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,009,440.00;$ 24,030,060.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;15/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,009,440.00;$ 24,030,060.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;19/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 27,387,720.00;$ 13,778,390.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;19/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 39,521,520.00;$ 23,542,140.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;27/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 37,569,840.00;$ 21,590,460.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 37,380,000.00;$ 24,780,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 37,569,840.00;$ 21,590,460.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,000,000.00;$ 40,000,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;9/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 18,782,866.00;$ 2,805,233.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;10;Productos metálicos, maquinaria y equipo;$ 16,898,000.00;$ 16,898,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 21,668,570.00;$ 13,066,804.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 27,894,900.00;$ 16,821,470.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,253,400.00;$ 24,274,020.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 40,253,400.00;$ 24,274,020.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 41,233,500.00;$ 41,233,500.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 39,270,000.00;$ 39,270,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 17,931,060.00;$ 17,931,060.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 5,355,000.00;$ 5,355,000.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;5/05/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 833,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;5/05/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 19,635,000.00;$ 19,635,000.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;5/05/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 20,616,750.00;$ 20,616,750.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;1/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 19,638,780.00;$ 3,659,400.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;10/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 15,500,000.00;$ 7,830,137.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;13/01/2026;2.1.8 Tasas y Multas;2.1.8.03;10;Tasas y derechos administrativos;$ 282,740.00;$ 282,740.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;21/05/2026;2.1.8 Tasas y Multas;2.1.8.03;10;Tasas y derechos administrativos;$ 478,681.00;$ 478,681.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.002;10;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";$ 80,599,414.00;$ 77,753,886.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.002;10;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";$ 52,978,800.00;$ 52,978,800.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.002;10;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";$ 27,986,420.00;$ 27,986,420.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;10;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 17,675,800.00;$ 17,675,800.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;17/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;10;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 11,180,033.92;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;17/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;10;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 17,363,990.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;10;Productos metálicos, maquinaria y equipo;$ 1,778,997,987.51;$ 1,778,997,987.51
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;26/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;10;Productos metálicos, maquinaria y equipo;$ 6,000,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;5/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 2,647,682,988.72;$ 1,316,900,717.61
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;26/06/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 200,000,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;19/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 39,521,520.00;$ 23,542,140.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;10/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 18,175,020.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;17/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 10,988,900.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;17/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 10,988,900.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;12/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 14,637,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;19/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 22,078,380.00;$ 22,078,380.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;19/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 34,668,000.00;$ 20,651,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 37,569,840.00;$ 21,590,460.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 26,035,240.00;$ 14,961,810.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 37,569,840.00;$ 21,590,460.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 37,569,840.00;$ 21,590,460.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 37,569,840.00;$ 21,590,460.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 31,844,571.00;$ 18,300,289.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;22/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;10;Servicios para la comunidad, sociales y personales;$ 16,589,280.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;11/03/2026;2.1.8 Tasas y Multas;2.1.8.03;10;Tasas y derechos administrativos;$ 22,525,743.00;$ 22,525,743.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;13/03/2026;2.1.8 Tasas y Multas;2.1.8.03;10;Tasas y derechos administrativos;$ 18,979,736.00;$ 18,979,736.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;31/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 10,773,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 25,000,000.00;$ 25,000,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;28/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;10;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 1,582,616,100.00;$ 676,119,754.62
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;10;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 7,040,049,868.50;$ 1,563,592,370.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;23/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 28,578,000.00;$ 12,990,000.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;23/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 57,156,000.00;$ 31,176,000.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;26/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 37,151,400.00;$ 20,224,400.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;26/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 45,724,800.00;$ 24,940,800.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;26/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 68,587,200.00;$ 37,411,200.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;28/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 57,156,000.00;$ 31,176,000.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;28/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 37,151,400.00;$ 20,264,400.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;28/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;10;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 22,862,400.00;$ 12,470,400.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;5/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 41,123,333.00;$ 25,185,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;5/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 41,123,333.00;$ 25,185,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;5/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 36,053,333.00;$ 18,880,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;13/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 38,500,000.00;$ 23,216,667.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;16/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 22,999,000.00;$ 13,785,333.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;19/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 38,448,000.00;$ 22,902,667.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;19/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 34,668,000.00;$ 20,651,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;27/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 20,020,000.00;$ 11,505,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;27/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;28/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 22,586,667.00;$ 12,980,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;28/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 29,978,667.00;$ 17,228,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 35,450,800.00;$ 20,372,700.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 30,800,000.00;$ 17,700,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 26,026,000.00;$ 14,956,500.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 14,968,800.00;$ 8,602,200.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 21,046,667.00;$ 12,095,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;10;Servicios prestados a las empresas y servicios de producción ;$ 21,046,667.00;$ 10,045,000.00
