Unidad;Referencia;Fecha compromiso;Tipo de Gasto;Código concepto;Código recurso;Concepto;Valor compromiso;Valor pago
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;28/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 5,000,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;12/08/2026;2.3 Gastos de Inversión;2.3.2.02.01.003;16;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 366,300.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;12/08/2026;2.3 Gastos de Inversión;2.3.2.02.01.003;16;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 3,414,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;31/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.009.00;16;Servicios para la comunidad, sociales y personales;$ 7,900,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 37,935,780.00;$ 21,956,400.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 37,935,780.00;$ 21,956,400.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 37,935,780.00;$ 21,956,400.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 31,594,618.00;$ 18,227,664.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 37,062,917.00;$ 21,382,452.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 32,773,340.00;$ 18,907,698.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 30,841,207.00;$ 17,793,006.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 26,539,479.00;$ 15,311,238.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 26,539,479.00;$ 15,311,238.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 38,034,584.00;$ 21,943,032.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;29/01/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 26,539,479.00;$ 12,759,365.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;24/04/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 1,518,000.00;$ 1,518,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;24/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 14,637,600.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;24/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 1,708,995.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;24/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 11,750,298.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;24/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 9,441,816.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;24/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16;Servicios prestados a las empresas y servicios de producción ;$ 6,256,961.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;18/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.006.00;16.1;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 76,827,895.20;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;24/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.009.00;16.1;Servicios para la comunidad, sociales y personales;$ 11,258,860.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;3/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16.1;Servicios prestados a las empresas y servicios de producción ;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;3/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16.1;Servicios prestados a las empresas y servicios de producción ;$ 14,484,233.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;24/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16.1;Servicios prestados a las empresas y servicios de producción ;$ 25,000,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;3/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16.1;Servicios prestados a las empresas y servicios de producción ;$ 14,484,233.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS DE PERSONAL - OPS;3/08/2026;2.3 Gastos de Inversión;2.3.2.02.02.008;16.1;Servicios prestados a las empresas y servicios de producción ;$ 14,484,233.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;29/04/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.10;17;Viáticos de los funcionarios en comisión;$ 24,369,521.00;$ 24,369,521.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;29/05/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.10;17;Viáticos de los funcionarios en comisión;$ 30,538,965.00;$ 30,538,965.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;26/06/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.10;17;Viáticos de los funcionarios en comisión;$ 41,650,595.00;$ 41,650,595.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.10;17;Viáticos de los funcionarios en comisión;$ 22,314,483.00;$ 22,314,483.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;17;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 1,000,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;17;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 1,000,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;17;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 250,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;17;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 250,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;17;Servicios prestados a las empresas y servicios de producción ;$ 250,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;17;Servicios prestados a las empresas y servicios de producción ;$ 250,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.8 Tasas y Multas;2.1.8.03;17;Tasas y derechos administrativos;$ 100,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;AVANCES;6/08/2026;2.1.8 Tasas y Multas;2.1.8.03;17;Tasas y derechos administrativos;$ 100,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;APORTES - TEMPORALES;10/08/2026;2.1.1 Gastos de Personal;2.1.1.02.02.001;17;Aportes a la seguridad social en pensiones;$ 12,143,100.00;$ 12,143,100.00
01 - ADMINISTRATIVA Y FINANCIERA;APORTES - TEMPORALES;10/08/2026;2.1.1 Gastos de Personal;2.1.1.02.02.001;17;Aportes a la seguridad social en pensiones;$ 581,079,800.00;$ 581,079,800.00
01 - ADMINISTRATIVA Y FINANCIERA;APORTES - TEMPORALES;10/08/2026;2.1.1 Gastos de Personal;2.1.1.02.02.001;17;Aportes a la seguridad social en pensiones;$ 10,327,000.00;$ 10,327,000.00
01 - ADMINISTRATIVA Y FINANCIERA;APORTES - TEMPORALES;10/08/2026;2.1.1 Gastos de Personal;2.1.1.02.02.001;17;Aportes a la seguridad social en pensiones;$ 6,416,400.00;$ 6,416,400.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.01.01;17;Sueldo básico administrativos;$ 343,918,685.22;$ 343,918,685.22
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;31/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.01.01;17;Sueldo básico administrativos;$ 10,797,415.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.03;17;Gastos de representación;$ 3,141,756,961.00;$ 3,141,756,961.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.04.01;17;Subsidio de alimentación administrativos;$ 39,752,829.00;$ 39,752,829.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.04.02;17;Subsidio de alimentación trabajadores oficiales;$ 31,961,496.00;$ 31,961,496.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.05.01;17;Auxilio de transporte administrativos;$ 128,259,016.00;$ 128,259,016.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.05.02;17;Auxilio de transporte trabajadores oficiales;$ 32,496,792.00;$ 32,496,792.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - PERSONAL DE PLANTA;28/08/2026;2.1.1 Gastos de Personal;2.1.1.01.01.001.07.03;17;Bonificación por servicios prestados trabajadores oficiales;$ 17,395,346.00;$ 17,395,346.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - TEMPORALES;28/08/2026;2.1.1 Gastos de Personal;2.1.1.02.01.001.07;17;Bonificación por servicios prestados;$ 1,048,884.00;$ 1,048,884.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - TEMPORALES;28/08/2026;2.1.1 Gastos de Personal;2.1.1.02.01.001.08.02.02;17;Prima de vacaciones docentes ocasionales;$ 9,674,358.00;$ 9,674,358.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - TEMPORALES;28/08/2026;2.1.1 Gastos de Personal;2.1.1.02.01.001.05;17;Auxilio de transporte;$ 7,082,601.00;$ 7,082,601.00
01 - ADMINISTRATIVA Y FINANCIERA;NOMINAS - TEMPORALES;28/08/2026;2.1.1 Gastos de Personal;2.1.1.02.01.001.01.03;17;Sueldo básico docentes catédraticos;$ 59,474,240.00;$ 59,474,240.00
01 - ADMINISTRATIVA Y FINANCIERA;APORTES - PERSONAL DE PLANTA;10/08/2026;2.1.1 Gastos de Personal;2.1.1.01.02.001;18;Aportes a la seguridad social en pensiones;$ 306,283,712.00;$ 306,283,712.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;26/06/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;20;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 4,000,000.00;$ 1,614,567.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;28/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;20;Servicios prestados a las empresas y servicios de producción ;$ 120,022,210.00;$ 40,007,402.27
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;23/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;20;Servicios prestados a las empresas y servicios de producción ;$ 2,100,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;17/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 3,123,750.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE COMPRA;17/07/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 13,896,498.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;20;Servicios prestados a las empresas y servicios de producción ;$ 1,679,090.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 221,044,074.88;$ 221,044,074.88
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 79,071,000.00;$ 79,071,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 20,505,500.00;$ 20,505,500.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;26/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 5,831,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 6,886,500.00;$ 6,886,500.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 31,313,000.00;$ 31,313,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 39,380,000.00;$ 39,380,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 48,988,500.00;$ 48,988,500.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 13,296,000.00;$ 13,296,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 178,319,500.00;$ 178,318,500.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;26/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 19,278,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 40,970,000.00;$ 40,970,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 123,673,000.00;$ 123,673,000.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;26/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 9,877,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;7/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;Productos metálicos, maquinaria y equipo;$ 43,025,500.00;$ 43,025,500.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;29/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;20;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 47,790,318.00;$ 47,790,318.00
01 - ADMINISTRATIVA Y FINANCIERA;CONTRATOS;30/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;20;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 608,698,500.00;$ 289,260,449.25
01 - ADMINISTRATIVA Y FINANCIERA;ORDENES DE SERVICIOS;26/01/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;20;Servicios prestados a las empresas y servicios de producción ;$ 47,200,000.00;$ 47,200,000.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,702,800.00;$ 3,702,800.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,204,800.00;$ 3,204,800.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 2,109,000.00;$ 2,109,000.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,702,800.00;$ 3,702,800.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,105,200.00;$ 3,105,200.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 545,480.00;$ 545,480.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 2,507,600.00;$ 2,507,600.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,603,200.00;$ 3,603,200.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 4,400,000.00;$ 4,400,000.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 4,400,000.00;$ 4,400,000.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,702,800.00;$ 3,702,800.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 4,400,000.00;$ 4,400,000.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,404,000.00;$ 3,404,000.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;2/06/2026;2.1.3 Transferencias Corrientes;2.1.3.08.02;20;Apoyo socieconómico a estudiantes;$ 3,702,800.00;$ 3,702,800.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;12/02/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.03;20;Viaticos y gastos de viaje;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;12/02/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.03;20;Viaticos y gastos de viaje;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;GASTOS DIRECTOS - LIQUIDACIONES;19/08/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;20;Servicios para la comunidad, sociales y personales;$ 2,195,000.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;13/02/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;13/02/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 432,856.00;$ 432,856.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;13/02/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 75,058.00;$ 75,058.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;13/02/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 75,058.00;$ 75,058.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;24/02/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;6/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 83,058.00;$ 83,058.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;12/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 1,298,567.00;$ 1,298,567.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;12/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 740,481.00;$ 740,481.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;12/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 71,058.00;$ 71,058.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;16/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;17/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 221,384.00;$ 221,384.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;17/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 221,384.00;$ 221,384.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;17/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 221,384.00;$ 221,384.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;27/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 276,039.00;$ 276,039.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;14/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 867,347.00;$ 867,347.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;14/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 2,608,905.00;$ 2,608,905.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;15/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 111,050.00;$ 111,050.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;15/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 134,742.00;$ 134,742.00
01 - ADMINISTRATIVA Y FINANCIERA;COMISIONES DE PERSONAL;15/04/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;Viáticos de los funcionarios en comisión;$ 11,777,099.00;$ 11,777,099.00
