Unidad;Tipo de Gasto;Auxiliar;Código concepto;Concepto;Recurso;Valor inicial;Valor apropiacion;Acumulado compromiso;Acumulado pago;Fecha final
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210030000 - Decanatura Facultad de Ingeniería;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";33 - Convenios con derechos;$ 7,776,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210030000 - Decanatura Facultad de Ingeniería;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 3,499,200,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210030000 - Decanatura Facultad de Ingeniería;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 194,400,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 728,875,531.00;$ 702,295,360.00;$ 420,668,000.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 2,000,000.00;$ 1,663,846.00;$ 1,663,846.00;31/08/2026
09 - INGENIERIA;2.1.8 Tasas y Multas;210030000 - Decanatura Facultad de Ingeniería;2.1.8.01.14;Gravamen a los movimientos financieros;33 - Convenios con derechos;$ 0.00;$ 41,110.98;$ 41,110.98;$ 41,110.98;31/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;208030000 - Decanatura Facultad de Derecho y Ciencias sociales;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);33 - Convenios con derechos;$ 10,000,000.00;$ 10,000,000.00;$ 0.00;$ 0.00;31/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;208030000 - Decanatura Facultad de Derecho y Ciencias sociales;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 22,537,438.83;$ 0.00;$ 0.00;31/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;208030000 - Decanatura Facultad de Derecho y Ciencias sociales;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 151,000,000.00;$ 141,592,260.00;$ 77,552,760.00;31/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;208030000 - Decanatura Facultad de Derecho y Ciencias sociales;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 15,000,000.00;$ 15,000,000.00;$ 0.00;$ 0.00;31/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;208030000 - Decanatura Facultad de Derecho y Ciencias sociales;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 135,000,000.00;$ 5,000,000.00;$ 0.00;$ 0.00;31/08/2026
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;208030000 - Decanatura Facultad de Derecho y Ciencias sociales;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 42,500,000.00;$ 21,500,000.00;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);33 - Convenios con derechos;$ 0.00;$ 350,157.50;$ 350,157.50;$ 350,157.50;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;33 - Convenios con derechos;$ 0.00;$ 7,760,000.00;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);33 - Convenios con derechos;$ 30,937,500.00;$ 30,937,500.00;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;33 - Convenios con derechos;$ 24,750,000.00;$ 24,750,000.00;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;33 - Convenios con derechos;$ 0.00;$ 66,078,226.38;$ 66,078,226.38;$ 66,078,226.38;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212030006 - Decanatura Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 1,384,615.00;$ 1,384,615.00;$ 1,384,615.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212030006 - Decanatura Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 3,979,168.47;$ 3,979,168.47;$ 3,979,168.47;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 3,576,923.00;$ 3,576,923.00;$ 3,576,923.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 4,418,000.00;$ 4,418,000.00;$ 4,418,000.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 2,298,462.00;$ 2,298,462.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 31,669,230.77;$ 31,662,039.00;$ 31,662,039.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;33 - Convenios con derechos;$ 0.00;$ 35,880,000.00;$ 35,880,000.00;$ 35,880,000.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 15,969,230.77;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;33 - Convenios con derechos;$ 0.00;$ 22,240,000.00;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 272,250,000.00;$ 26,630,191.22;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;33 - Convenios con derechos;$ 334,125,000.00;$ 115,349,961.26;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;212090007 - CIFAD - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Duitama;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 6,187,500.00;$ 6,187,500.00;$ 0.00;$ 0.00;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 244,050,040.10;$ 244,050,040.10;$ 222,804,846.98;31/08/2026
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;33 - Convenios con derechos;$ 0.00;$ 38,099,500.00;$ 38,099,500.00;$ 38,099,500.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.1 Gastos de Personal;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.1.02.02.005;Aportes generales al sistema de riesgos laborales;33 - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.005;Aportes generales al sistema de riesgos laborales;33 - Convenios con derechos;$ 0.00;$ 17,205,120.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.005;Aportes generales al sistema de riesgos laborales;33 - Convenios con derechos;$ 0.00;$ 10,000,000.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;33 - Convenios con derechos;$ 0.00;$ 73,517,520.00;$ 73,517,520.00;$ 73,517,520.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 26,293,197.36;$ 26,293,197.36;$ 26,293,197.36;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 1,987,738.46;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 4,373,533.00;$ 4,373,533.00;$ 4,373,533.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 338,786,634.62;$ 338,786,000.00;$ 24,000,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 6,943,365.00;$ 998,912.00;$ 998,912.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 324,946,467.43;$ 251,009,000.00;$ 216,009,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 0.00;$ 70,000,000.00;$ 69,999,930.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 357,958,593.93;$ 291,089,000.00;$ 124,500,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 615,663,076.90;$ 403,163,000.00;$ 86,928,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 5,000,000.02;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 0.00;$ 75,000,000.00;$ 75,000,000.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 960,230,769.23;$ 910,800,000.00;$ 152,000,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 24,100,000.00;$ 3,779,217.00;$ 1,997,824.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 319,200,000.00;$ 284,350,000.00;$ 126,350,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 415,384.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 0.00;$ 20,000,000.00;$ 19,600,000.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 309,000,000.00;$ 270,000,000.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 250,000,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.006.03;Viaticos y gastos de viaje;33 - Convenios con derechos;$ 100,000,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 2,080,000,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213090003 - CIFAS - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Sogamoso;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 3,090,652.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213090003 - CIFAS - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Sogamoso;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";33 - Convenios con derechos;$ 0.00;$ 3,000,000.00;$ 655,843.00;$ 655,843.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;213090003 - CIFAS - Centro de Gestión de Investigación y Extensión de la Facultad Seccional Sogamoso;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;33 - Convenios con derechos;$ 0.00;$ 18,300,000.00;$ 18,300,000.00;$ 18,300,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 258,840,000.00;$ 258,800,000.00;$ 195,100,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 75,241,324.64;$ 70,852,449.00;$ 70,852,449.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 56,427,970.00;$ 55,500,000.00;$ 10,000,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 0.00;$ 70,000,000.00;$ 70,000,000.00;$ 35,000,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 0.00;$ 59,920,000.00;$ 51,450,000.00;$ 51,450,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";33 - Convenios con derechos;$ 0.00;$ 29,600,000.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 361,242,000.00;$ 143,680,246.00;$ 143,680,246.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;33 - Convenios con derechos;$ 0.00;$ 190,000,000.00;$ 134,000,000.00;$ 115,000,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 38,400,000.00;$ 33,349,448.00;$ 33,349,448.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 0.00;$ 90,000,000.00;$ 82,000,000.00;$ 82,000,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";33 - Convenios con derechos;$ 0.00;$ 86,947,000.00;$ 71,940,000.00;$ 71,940,000.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 744,416,366.69;$ 737,164,198.36;$ 621,914,864.90;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.3 Transferencias Corrientes;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.3.04.05.002;Distintas a membresías;33 - Convenios con derechos;$ 0.00;$ 1,215,471.00;$ 1,215,471.00;$ 1,215,471.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.3 Transferencias Corrientes;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.3.07.03.013;Afiliación Riesgos Laborales contratistas Grado IV y V;33 - Convenios con derechos;$ 0.00;$ 3,000,000.00;$ 1,808,300.00;$ 1,808,300.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.3 Transferencias Corrientes;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.3.07.03.013;Afiliación Riesgos Laborales contratistas Grado IV y V;33 - Convenios con derechos;$ 0.00;$ 15,000,000.00;$ 7,655,600.00;$ 7,655,600.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.3 Transferencias Corrientes;213030001 - Decanatura Facultad Seccional Sogamoso;2.1.3.07.03.013;Afiliación Riesgos Laborales contratistas Grado IV y V;33 - Convenios con derechos;$ 0.00;$ 5,000,000.00;$ 1,175,900.00;$ 1,175,900.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.3 Transferencias Corrientes; - N/A;2.1.3.07.03.013;Afiliación Riesgos Laborales contratistas Grado IV y V;33 - Convenios con derechos;$ 0.00;$ 3,000,000.00;$ 1,562,400.00;$ 1,562,400.00;31/08/2026
13 - SECCIONAL SOGAMOSO;2.1.8 Tasas y Multas; - N/A;2.1.8.01.14;Gravamen a los movimientos financieros;33 - Convenios con derechos;$ 0.00;$ 4,700,000.00;$ 2,094,111.00;$ 2,020,715.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102080050 - Vicerrectoría de Investigación y Extensión;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;33 - Convenios con derechos;$ 1,296,000,000.00;$ 1,296,000,000.00;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102090058 - Dirección de Extensión Universitaria;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);33 - Convenios con derechos;$ 0.00;$ 33,156,199.34;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102090058 - Dirección de Extensión Universitaria;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);33 - Convenios con derechos;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102080050 - Vicerrectoría de Investigación y Extensión;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 1,296,000,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102080050 - Vicerrectoría de Investigación y Extensión;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 8,424,000,000.00;$ 7,945,259,551.56;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102080050 - Vicerrectoría de Investigación y Extensión;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;33 - Convenios con derechos;$ 648,000,000.00;$ 609,251,582.66;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102080050 - Vicerrectoría de Investigación y Extensión;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;33 - Convenios con derechos;$ 1,296,000,000.00;$ 1,296,000,000.00;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102090058 - Dirección de Extensión Universitaria;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 7,450,551.58;$ 0.00;$ 0.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102090058 - Dirección de Extensión Universitaria;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;33 - Convenios con derechos;$ 0.00;$ 248,472,644.44;$ 180,500,000.00;$ 180,500,000.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102090058 - Dirección de Extensión Universitaria;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";33 - Convenios con derechos;$ 0.00;$ 82,800,000.00;$ 71,700,804.00;$ 64,637,200.00;31/08/2026
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;102090058 - Dirección de Extensión Universitaria;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";33 - Convenios con derechos;$ 0.00;$ 47,300,000.00;$ 15,254,713.00;$ 13,754,713.00;31/08/2026
