Unidad;Tipo de Gasto;Auxiliar;Código concepto;Concepto;Recurso;Valor inicial;Valor apropiacion;Acumulado compromiso;Acumulado pago;Fecha final
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.03.001.03.01;Bonificación especial de recreación administrativos;20 - Propios;$ 1,273,119.00;$ 1,273,119.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.03.001.04;Subsidio Familiar;20 - Propios;$ 246,060.00;$ 246,060.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.03.009;Prima técnica no salarial;20 - Propios;$ 4,806,995.00;$ 4,806,995.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.01.01;Sueldo básico supernumerarios;20 - Propios;$ 657,382,631.00;$ 657,382,631.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.05;Auxilio de transporte;20 - Propios;$ 497,437.00;$ 497,437.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.06.01;Prima de servicio supernumerarios;20 - Propios;$ 23,109,676.00;$ 23,109,676.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.07;Bonificación por servicios prestados;20 - Propios;$ 254,439.00;$ 254,439.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.08.01.01;Prima de navidad supernumerarios;20 - Propios;$ 45,864,299.00;$ 45,864,299.00;$ 289,962.00;$ 289,962.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.08.02.01;Prima de vacaciones supernumerarios;20 - Propios;$ 53,232,018.00;$ 53,232,018.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.002;Aportes a la seguridad social en salud;20 - Propios;$ 157,003,156.00;$ 157,003,156.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.003;Aportes de cesantías ;20 - Propios;$ 67,853,876.00;$ 67,853,876.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.004;Aportes a cajas de compensación familiar;20 - Propios;$ 34,699,135.00;$ 34,699,135.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.005;Aportes generales al sistema de riesgos laborales;20 - Propios;$ 5,016,637.00;$ 5,016,637.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.006;Aportes al ICBF;20 - Propios;$ 26,024,344.00;$ 26,024,344.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.03.001.01.01;Vacaciones supernumerarios;20 - Propios;$ 31,919,582.00;$ 31,919,582.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.03.001.03;Bonificación especial de recreación;20 - Propios;$ 37,831.00;$ 37,831.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.03.090;Bonificación por productividad académica;20 - Propios;$ 2,774,422.00;$ 2,774,422.00;$ 2,550,842.00;$ 2,550,842.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.000;Agricultura, silvicultura y productos de la pesca;20 - Propios;$ 1,732,393.00;$ 1,732,393.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.001;"Minerales; electricidad, gas y agua";20 - Propios;$ 3,732,393.00;$ 3,732,393.00;$ 3,732,393.00;$ 3,732,393.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";20 - Propios;$ 163,146,523.00;$ 1,185,860,154.00;$ 5,769,429.00;$ 1,095,109.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 1,402,567,594.00;$ 366,609,000.00;$ 341,683,360.61;$ 154,679,010.88;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 611,084,055.00;$ 518,883,254.00;$ 339,086,407.58;$ 284,030,967.98;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;102140049 - Vicerrectoría Administrativa y Financiera;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";20 - Propios;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 0.00;$ 3,708,058.40;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";20 - Propios;$ 0.00;$ 3,239,963.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";20 - Propios;$ 941,334,018.00;$ 825,434,018.00;$ 691,138,818.00;$ 349,315,334.25;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.03;Viaticos y gastos de viaje;20 - Propios;$ 85,000,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";20 - Propios;$ 30,318,455.00;$ 33,808,418.00;$ 250,000.00;$ 250,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 1,723,429,472.00;$ 1,740,281,413.60;$ 1,680,998,609.00;$ 622,781,310.73;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;20 - Propios;$ 222,840,616.00;$ 1,379,153,529.26;$ 27,927,216.00;$ 23,537,216.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;20 - Propios;$ 140,868,839.00;$ 213,673,839.00;$ 167,611,919.90;$ 165,397,342.90;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes;102120052 - Dirección de Bienestar Universitario - Tunja;2.1.3.08.02;Apoyo socieconómico a estudiantes;20 - Propios;$ 0.00;$ 66,000,000.00;$ 46,490,480.00;$ 46,490,480.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes;102120052 - Dirección de Bienestar Universitario - Tunja;2.1.3.08.02;Apoyo socieconómico a estudiantes;20 - Propios;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.03.03.001;Membresías internacionales;20 - Propios;$ 10,000,000.00;$ 10,000,000.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.03.03.002;Distintas a membresías;20 - Propios;$ 4,920,789.00;$ 4,920,789.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.001;Membresías nacionales;20 - Propios;$ 15,000,000.00;$ 15,000,000.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.002;Distintas a membresías;20 - Propios;$ 53,003,917.00;$ 65,973,917.00;$ 11,244,050.00;$ 11,244,050.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.06.03;Beneficios educativos a la comunidad universitaria;20 - Propios;$ 0.00;$ 143,775,838.00;$ 41,873,266.00;$ 9,663,500.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.07.02.010.01;Incapacidades (no de pensiones);20 - Propios;$ 0.00;$ 1,736,000.00;$ 474,500.00;$ 474,500.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.08.02;Apoyo socieconómico a estudiantes;20 - Propios;$ 12,666,261.00;$ 12,666,261.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.01.14;Gravamen a los movimientos financieros;20 - Propios;$ 0.00;$ 25,000,000.00;$ 1,649,442.00;$ 1,637,942.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.01.14;Gravamen a los movimientos financieros;20 - Propios;$ 2,025,272.00;$ 32,025,272.00;$ 28,427,587.00;$ 28,427,587.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.01.53;Impuesto de registro;20 - Propios;$ 1,860,199.00;$ 6,860,199.00;$ 831,000.00;$ 831,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.03;Tasas y derechos administrativos;20 - Propios;$ 0.00;$ 5,680,000.00;$ 5,255,000.00;$ 5,255,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.06;Gastos por tributos, tasas, contribuciones, multas, sanciones e intereses de mora;20 - Propios;$ 2,818,483.00;$ 2,818,483.00;$ 1,140,000.00;$ 1,140,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.3 - Extensión y proyección social como estrategia para el desarrollo en los territorios;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 0.00;$ 625,193.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.3.1 - Fortalecimiento de la infraestructura física para el campus amigable;2.3.2.02.02.005;Construcción y servicios de la construcción;20 - Propios;$ 0.00;$ 247,727,180.16;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.3.1 - Fortalecimiento de la infraestructura física para el campus amigable;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 0.00;$ 90,509,421.38;$ 0.00;$ 0.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";20 - Propios;$ 6,627,000.00;$ 6,627,000.00;$ 627,000.00;$ 627,000.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 127,687,116.00;$ 132,450,206.00;$ 104,070,100.20;$ 63,910,100.19;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 143,617,000.00;$ 155,617,000.00;$ 84,730,000.00;$ 84,730,000.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";20 - Propios;$ 9,000,000.00;$ 115,540,525.06;$ 106,540,525.06;$ 81,204,336.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.01;Practicas academicas;20 - Propios;$ 573,738,452.00;$ 596,305,909.30;$ 375,010,472.00;$ 375,010,472.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.03;Viaticos y gastos de viaje;20 - Propios;$ 200,775,433.00;$ 7,729,320.90;$ 0.00;$ 0.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 42,000,000.00;$ 44,000,000.00;$ 6,499,994.20;$ 0.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;20 - Propios;$ 20,000,000.00;$ 10,800,000.00;$ 2,999,000.00;$ 2,999,000.00;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;20 - Propios;$ 0.00;$ 54,375,039.74;$ 30,275,462.60;$ 27,458,101.35;31/08/2026
04 - CIENCIAS DE LA EDUCACION;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.001;Membresías nacionales;20 - Propios;$ 6,300,000.00;$ 6,300,000.00;$ 6,128,168.00;$ 6,128,168.00;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";20 - Propios;$ 1,328,000.00;$ 1,448,000.00;$ 1,418,113.51;$ 1,418,113.47;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 95,229,500.00;$ 95,819,500.00;$ 81,087,655.07;$ 72,095,666.92;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 98,787,714.00;$ 97,249,666.00;$ 66,713,184.15;$ 41,920,495.67;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;205090003 - CIEC - Centro de Gestión de Investigación y Extensión de la Facultad de Ciencias;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;20 - Propios;$ 0.00;$ 25,044,900.00;$ 14,362,560.00;$ 14,362,560.00;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";20 - Propios;$ 0.00;$ 28,000,000.00;$ 28,000,000.00;$ 7,031,738.00;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.01;Practicas academicas;20 - Propios;$ 119,695,014.00;$ 150,195,014.00;$ 125,776,781.00;$ 100,702,949.00;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.03;Viaticos y gastos de viaje;20 - Propios;$ 144,288,030.00;$ 10,787,746.00;$ 462,603.00;$ 219,243.00;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 58,501,742.00;$ 41,591,742.00;$ 9,783,263.00;$ 0.00;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;20 - Propios;$ 15,000,000.00;$ 18,950,000.00;$ 6,350,000.00;$ 2,400,000.00;31/08/2026
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;20 - Propios;$ 0.00;$ 88,700,284.00;$ 65,404,434.06;$ 54,229,905.36;31/08/2026
05 - CIENCIAS BASICAS;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.001;Membresías nacionales;20 - Propios;$ 21,000,000.00;$ 21,088,048.00;$ 16,963,501.00;$ 16,963,501.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 18,268,000.00;$ 19,268,000.00;$ 12,816,000.00;$ 743,000.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 8,900,000.00;$ 8,900,000.00;$ 8,221,000.00;$ 8,221,000.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;207090001 - CENES - Centro de Gestión de Investigación y Extensión de la Facultad de Ciencias Económicas, Administrativas y Contables;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;20 - Propios;$ 0.00;$ 11,310,600.00;$ 9,575,040.00;$ 4,787,520.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";20 - Propios;$ 0.00;$ 2,700,000.00;$ 0.00;$ 0.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.01;Practicas academicas;20 - Propios;$ 154,514,698.00;$ 154,514,698.00;$ 129,256,352.00;$ 59,236,753.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.03;Viaticos y gastos de viaje;20 - Propios;$ 61,696,949.00;$ 14,033,776.00;$ 0.00;$ 0.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 31,478,041.00;$ 31,478,041.00;$ 1,547,000.00;$ 0.00;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;20 - Propios;$ 91,143,312.00;$ 77,443,312.00;$ 12,558,336.50;$ 11,136,708.80;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;20 - Propios;$ 0.00;$ 57,663,173.00;$ 36,789,009.75;$ 22,908,898.35;31/08/2026
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.001;Membresías nacionales;20 - Propios;$ 17,000,000.00;$ 17,000,000.00;$ 14,424,001.00;$ 14,424,001.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.000;Agricultura, silvicultura y productos de la pesca;20 - Propios;$ 1,000,000.00;$ 1,000,000.00;$ 0.00;$ 0.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";20 - Propios;$ 1,939,000.00;$ 1,939,000.00;$ 889,000.00;$ 889,000.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 61,744,500.00;$ 71,744,500.00;$ 32,986,496.34;$ 15,935,000.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 84,086,192.00;$ 74,086,192.00;$ 33,140,000.00;$ 33,140,000.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";20 - Propios;$ 26,880,636.00;$ 31,880,636.00;$ 14,000,000.00;$ 6,324,156.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.01;Practicas academicas;20 - Propios;$ 43,194,342.00;$ 43,194,342.00;$ 37,118,673.00;$ 18,749,077.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.03;Viaticos y gastos de viaje;20 - Propios;$ 155,216,830.00;$ 65,607,106.00;$ 0.00;$ 0.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 59,500,000.00;$ 47,500,000.00;$ 12,999,900.00;$ 0.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;20 - Propios;$ 25,000,000.00;$ 20,000,000.00;$ 7,150,000.00;$ 3,200,000.00;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;20 - Propios;$ 0.00;$ 89,609,724.00;$ 47,854,462.80;$ 35,573,685.30;31/08/2026
07 - CIENCIAS DE LA SALUD;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.001;Membresías nacionales;20 - Propios;$ 25,372,500.00;$ 37,372,500.00;$ 13,000,000.00;$ 13,000,000.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";20 - Propios;$ 257,000.00;$ 257,000.00;$ 257,000.00;$ 257,000.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 70,435,496.00;$ 70,435,496.00;$ 11,696,000.00;$ 2,354,000.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 51,709,500.00;$ 51,709,500.00;$ 39,815,500.00;$ 39,815,500.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.01;Practicas academicas;20 - Propios;$ 324,636,004.00;$ 324,636,004.00;$ 189,579,984.00;$ 139,281,442.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.03;Viaticos y gastos de viaje;20 - Propios;$ 16,295,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;20 - Propios;$ 11,000,000.00;$ 11,000,000.00;$ 0.00;$ 0.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;20 - Propios;$ 0.00;$ 16,295,000.00;$ 15,692,683.36;$ 15,692,683.36;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210040052 - Técnico Laboral en Procesos Siderúrgicos Esenciales - Presencial;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 0.00;$ 844,595.20;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210040052 - Técnico Laboral en Procesos Siderúrgicos Esenciales - Presencial;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 0.00;$ 4,000,000.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";20 - Propios;$ 335,000.00;$ 335,000.00;$ 335,000.00;$ 335,000.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);20 - Propios;$ 39,338,202.00;$ 54,338,202.00;$ 21,789,656.67;$ 4,022,656.92;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;20 - Propios;$ 178,474,371.00;$ 171,974,371.00;$ 60,564,997.85;$ 50,340,500.00;31/08/2026
